key,value,version,sheet
Item_Sniper_VPO_Deng,VPO (Bản Lordon),#20250812031927,Items
Item_Sniper_VPO_Deng_Desc,Súng bắn tỉa VPO do Lordon độ lại.,#20250812031927,Items
Item_Injection_HotBlood,Ống Tiêm Nhiệt Huyết,#20250812031927,Items
Item_Injection_HotBlood_Desc,"Tăng\ tốc\ độ\ di\ chuyển\ và\ sát\ thương\ cận\ chiến\ khi\ bị\ thương,\ kéo\ dài\ 60\ giây.",#20250919105708,Items
Item_Formula_Injection_HotBlood,Công Thức: Ống Tiêm Nhiệt Huyết,#20250812031927,Items
Item_Formula_Injection_HotBlood_Desc,Công\ thức\ chế\ tạo\ Ống\ Tiêm\ Nhiệt\ Huyết\ tại\ Trạm\ Y\ Tế.,#20250919105708,Items
Item_Key_GasStation_Warehouse,Chìa Khóa Trạm Xăng Bỏ Hoang,#20250812031927,Items
Item_Key_GasStation_Warehouse_Desc,Chìa khóa của một trạm xăng bỏ hoang nào đó.,#20250812031927,Items
Item_Key_RedWareHosue_Warehouse,Chìa Khóa Văn Phòng Nhà Máy,#20250206103400,Items
Item_Key_RedWareHosue_Warehouse_Desc,Chìa khóa mở văn phòng trong khu nhà máy.,#20250812031927,Items
Item_Key_SmallRoom_HiddenWarehouse,Chìa Khóa Ngăn Nhỏ,#20250812031927,Items
Item_Key_SmallRoom_HiddenWarehouse_Desc,Mở một ngăn nhỏ trong căn nhà.,#20250812031927,Items
Item_Key_HiddenWarehouse_Cellar_Wire,Chìa Khóa Hàng Rào Hầm Rượu,#20250206103400,Items
Item_Key_HiddenWarehouse_Cellar_Wire_Desc,Chìa khóa mở hàng rào trong hầm rượu.,#20250812031927,Items
Item_Bullet_AR_L_Rusted_Desc,"Quá\ hạn\ sử\ dụng,\ đụng\ nhẹ\ là\ vỡ.\ Đến\ giấy\ còn\ không\ xuyên\ nổi.\ Dùng\ loại\ đạn\ này\ sẽ\ làm\ giảm\ độ\ bền\ vũ\ khí\ rất\ nhanh.",#20250919105708,Items
Item_Bullet_AR_S_Rusted_Desc,Viên đạn cỡ nhỏ bị rỉ sét. Không xuyên nổi thứ gì. Dùng loại đạn này sẽ làm độ bền vũ khí giảm rất nhanh.,#20250812031926,Items
Item_Magazine_Rifle_Lv_1,Băng Đạn Mở Rộng Cỡ Lớn Cấp 1,#20250812031927,Items
Item_Magazine_Rifle_Lv_2,Băng Đạn Mở Rộng Cỡ Lớn Cấp 2,#20250812031927,Items
Item_Magazine_Rifle_Lv_3,Băng Đạn Mở Rộng Cỡ Lớn Cấp 3,#20250812031927,Items
Item_Magazine_SMG_Lv_1,Băng Đạn Mở Rộng Cỡ Nhỏ Cấp 1,#20250812031927,Items
Item_Magazine_SMG_Lv_2,Băng Đạn Mở Rộng Cỡ Nhỏ Cấp 2,#20250812031927,Items
Item_Magazine_SMG_Lv_3,Băng Đạn Mở Rộng Cỡ Nhỏ Cấp 3,#20250812031927,Items
Item_Magazine_Rifle_Lv_4,Băng Đạn Mở Rộng Cỡ Lớn Cấp 4,#20250812031927,Items
Item_Magazine_SMG_Lv_4,Băng Đạn Mở Rộng Cỡ Nhỏ Cấp 4,#20250812031927,Items
Item_RedBag,Bao Lì Xì,#20250206103400,Items
Item_RedBag_Desc,Một\ bao\ lì\ xì\ từ\ chiều\ không\ gian\ khác.\ Bên\ trong\ là\ gì\ nhỉ?\ Mở\ ra\ xem\ thử!,#20250919105708,Items
Item_LuckyNote_1,Tờ Chúc May,#20250812031927,Items
Item_LuckyNote_1_Desc,Chúc bạn hạnh phúc và phát đạt!,#20250812031927,Items
Usage_RedBag,Mở bao lì xì để nhận phần thưởng ngẫu nhiên.,#20250812031927,Items
Item_Muzzle_L_Type_1,Phanh Nòng Cỡ Lớn Cấp 1,#20250206103400,Items
Item_Muzzle_L_Type_2,Phanh Nòng Cỡ Lớn Cấp 2,#20250206103400,Items
Item_Muzzle_L_Type_3,Phanh Nòng Cỡ Lớn Cấp 3,#20250206103400,Items
Item_Muzzle_S_Type_1,Phanh Nòng Cỡ Nhỏ Cấp 1,#20250812031927,Items
Item_Muzzle_S_Type_2,Phanh Nòng Cỡ Nhỏ Cấp 2,#20250812031927,Items
Item_Muzzle_S_Type_3,Phanh Nòng Cỡ Nhỏ Cấp 3,#20250812031927,Items
Item_Muzzle_L_Type_4,Phanh Nòng Cỡ Lớn Cấp 4,#20250206103400,Items
Item_Muzzle_S_Type_4,Phanh Nòng Cỡ Nhỏ Cấp 4,#20250812031927,Items
Item_Totem_MeleeAttack_2,Totem: Chiến Binh II,#20250206103400,Items
Item_Totem_MeleeAttack,Totem: Chiến Binh I,#20250206103400,Items
Item_Muzzle_L_Slience_1,Ống Giảm Thanh Cỡ Lớn Cấp 1,#20250812031927,Items
Item_Muzzle_L_Slience_2,Ống Giảm Thanh Cỡ Lớn Cấp 2,#20250812031927,Items
Item_Muzzle_L_Slience_3,Ống Giảm Thanh Cỡ Lớn Cấp 3,#20250812031927,Items
Item_Muzzle_L_Slience_4,Ống Giảm Thanh Cỡ Lớn Cấp 4,#20250812031927,Items
Item_Muzzle_S_Slience_1,Ống Giảm Thanh Cỡ Nhỏ Cấp 1,#20250812031927,Items
Item_Muzzle_S_Slience_2,Ống Giảm Thanh Cỡ Nhỏ Cấp 2,#20250812031927,Items
Item_Muzzle_S_Slience_3,Ống Giảm Thanh Cỡ Nhỏ Cấp 3,#20250812031927,Items
Item_Muzzle_S_Slience_4,Ống Giảm Thanh Cỡ Nhỏ Cấp 4,#20250812031927,Items
Item_Dumpling,Bánh Sủi Cảo,#20250206103400,Items
Item_Dumpling_Desc,Ngon!,#20250812031927,Items
Item_ChineseKnot,Nút Thắt Trung Hoa,#20250206103400,Items
Item_ChineseKnot_Desc,Đẹp!,#20250812031927,Items
Item_AncientCoins,Xâu Tiền Cổ,#20250206103400,Items
Item_AncientCoins_Desc,Đắt quá!,#20250812031927,Items
Item_ChineseLantern,Đèn Lồng Đỏ,#20250206103400,Items
Item_ChineseLantern_Desc,Nhộn nhịp ghê!,#20250206103400,Items
Item_S_GLick_Low,Glick Lỗi,#20250812031927,Items
Item_S_GLick_Low_Desc,Một khẩu Glick lỗi.,#20250812031927,Items
Level_GroundZero,Ground Zero,#20250206103400,Locations
Level_GroundZero_Cave,Hang Bí Ẩn,#20250206103400,Locations
Level_Base,Hầm,#20250206103400,Locations
Prologue,Mở Đầu,#20250206103400,Locations
Location_BunkerEntry,Cửa Vào Hầm,#20250206103400,Locations
You,Bạn,#20250206103400,Locations
HiddenWarehouse,Khu Nhà Kho,#20250206103400,Locations
Level_Farm,Thị Trấn Nông Trại,#20250206103400,Locations
Warning_MapNotFinished,Bản đồ này vẫn đang phát triển. Rất dễ gặp lỗi. Hãy vào cẩn thận.,#20250812031927,Locations
Option_ScreenMode_FullScreen,Toàn Màn Hình,#20250812031927,Options
Option_ScreenMode_Borderless,Toàn Màn Hình Không Viền,#20250812031927,Options
Option_ScreenMode_Window,Cửa Sổ,#20250206103400,Options
Options_Resolution,Độ Phân Giải,#20250206103400,Options
Options_ScreenMode,Chế Độ Hiển Thị,#20250812031927,Options
Options_Language,Ngôn Ngữ<sub>Language</sub>,#20250812031927,Options
Options_HBAOSettings,Chất Lượng Đổ Bóng Môi Trường,#20250206103400,Options
Options_GrassSettings,Hiển Thị Cỏ,#20250206103400,Options
Options_RunInputModeSettings,Chế Độ Phím Chạy Nhanh,#20250812031927,Options
PerkTree_PhysicalTraining,Cường Hóa Thể Chất,#20250812031927,Perks
PerkTree_Blueprint,Nghiên Cứu Bản Vẽ,#20250206103400,Perks
PerkTree_StorageExpand,Mở Rộng Kho,#20250206103400,Perks
Perk_Storage_1,Mở Rộng Kho Cấp 1,#20250812031927,Perks
Perk_Storage_2,Mở Rộng Kho Cấp 2,#20250812031927,Perks
Perk_Storage_3,Mở Rộng Kho Cấp 3,#20250812031927,Perks
Perk_Storage_4,Mở Rộng Kho Cấp 4,#20250812031927,Perks
Perk_Storage_5,Mở Rộng Kho Cấp 5,#20250812031927,Perks
Perk_Storage_6,Mở Rộng Kho Cấp 6,#20250812031927,Perks
PerkBehaviour_AddPlayerStorage,Tăng dung lượng kho thêm {addCapacity}.,#20250812031927,Perks
PerkBehaviour_UnlockStockShopItem,Mở khóa để mua {ItemDisplayName} từ cửa hàng.,#20250812031927,Perks
PerkBehaviour_ModifyCharacterStatsBase,{statDisplayName} {value},#20250206103400,Perks
Perk_Main_0,Kích Hoạt,#20250812031927,Perks
Perk_Main_1,Mạnh Mẽ I,#20250812031927,Perks
Perk_Main_2,Bảo Vệ Đầu,#20250812031927,Perks
Perk_Main_3,Bắn Vững I,#20250812031927,Perks
Perk_Main_4,Rèn Sức Mang Vác I,#20250812031927,Perks
Perk_Main_5,Bảo Vệ Cơ Thể,#20250812031927,Perks
Perk_Main_6,Rèn Sức Mang Vác II,#20250812031927,Perks
Perk_Main_7,Mạnh Mẽ II,#20250812031927,Perks
Perk_Main_8,Nhanh Nhẹn I,#20250812031927,Perks
Perk_Main_9,Thông Thạo Súng I,#20250812031927,Perks
Perk_Main_10,Bắn Vững II,#20250812031927,Perks
Perk_Main_11,Tầm Nhìn Rộng I,#20250812031927,Perks
Perk_Main_12,Tầm Nhìn Rộng II,#20250812031927,Perks
Perk_Main_13,Chuyên Gia Ba Lô II,#20250812031927,Perks
Perk_Main_14,Đại Bàng Mắt Sáng,#20250812031927,Perks
Perk_Main_15,Nạp Đạn Nhanh I,#20250812031927,Perks
Perk_Main_16,Mạnh Mẽ III,#20250812031927,Perks
Perk_Main_17,Bậc Thầy Ba Lô I,#20250812031927,Perks
Perk_Main_18,Kiểm Soát Súng I,#20250812031927,Perks
Perk_Main_19,Nhạy Bén I,#20250812031927,Perks
Perk_Main_20,Kiểm Soát Súng II,#20250812031927,Perks
PerkTree_Skills,Cường Hóa Kỹ Năng,#20250812031927,Perks
Perk_Main_1_Desc,Tăng cường thể lực.,#20250812031927,Perks
Perk_Physical_Health1,Rèn Luyện Thể Chất I,#20250812031927,Perks
Perk_Physical_Health1_Desc,Đóng học phí để tăng cường cơ thể.,#20250812031927,Perks
Perk_Physical_Weight1,Rèn Sức Mang Vác I,#20250812031927,Perks
Perk_Physical_Health2,Rèn Luyện Thể Chất II,#20250812031927,Perks
Perk_Physical_Health3,Rèn Luyện Thể Chất III,#20250812031927,Perks
Perk_Physical_Weight2,Rèn Sức Mang Vác II,#20250812031927,Perks
Perk_Main_21,Ngắm Chuẩn II,#20250812031927,Perks
Perk_Main_22,Ngắm Chuẩn I,#20250812031927,Perks
Perk_Main_23,Chuyên Gia Ba Lô III,#20250812031927,Perks
Perk_Main_24,Huấn Luyện Chó II,#20250812031927,Perks
Perk_Main_25,Tầm Nhìn Bóng Đêm,#20250812031927,Perks
Perk_Physical_Health4,Rèn Luyện Thể Chất IV,#20250812031927,Perks
Perk_Storage_t1,Dung Lượng Bổ Sung I,#20250812031927,Perks
Perk_Storage_t2,Dung Lượng Bổ Sung II,#20250812031927,Perks
Perk_Storage_t3,Dung Lượng Bổ Sung III,#20250812031927,Perks
Perk_Storage_t_VIP,Mở Rộng VIP,#20250206103400,Perks
Stat_WalkSpeed,Tốc Độ Đi Bộ,#20250206103400,Properties
Stat_RunSpeed,Tốc Độ Chạy,#20250206103400,Properties
Stat_AimTurnSpeed,Tốc Độ Quay Khi Ngắm,#20250812031927,Properties
Stat_WalkAcc,Gia Tốc Khi Đi,#20250206103400,Properties
Stat_RunAcc,Gia Tốc Khi Chạy,#20250206103400,Properties
Stat_MaxHealth,HP Tối Đa,#20250812031927,Properties
Stat_MaxEnergy,Năng Lượng Tối Đa,#20250206103400,Properties
Stat_EnergyCost,Tốc\ Độ\ Tiêu\ Hao\ Năng\ Lượng,#20250919105708,Properties
Stat_MaxWeight,Sức Mang Vác Tối Đa,#20250206103400,Properties
Stat_Stamina,Thể Lực,#20250206103400,Properties
Stat_StaminaDrainRate,Tiêu\ Hao\ Thể\ Lực,#20250919105708,Properties
Stat_StaminaRecoverTime,Thời Gian Hồi Thể Lực,#20250812031927,Properties
Stat_HungerDuratbility,Đói,#20250206103400,Properties
Stat_BodyArmor,Giáp Thân,#20250206103400,Properties
Stat_HeadArmor,Giáp Đầu,#20250206103400,Properties
Stat_Attack,ATK,#20250812031927,Properties
Stat_MaxWater,Mức Nước Tối Đa,#20250206103400,Properties
Stat_WaterCost,Tốc\ Độ\ Tiêu\ Hao\ Nước,#20250919105708,Properties
Stat_GunDamageMultiplier,Hệ Số Sát Thương Súng,#20250812031927,Properties
Stat_ReloadSpeedGain,Tốc Độ Nạp Đạn,#20250812031927,Properties
Stat_FoodGain,Hiệu Quả Thực Phẩm,#20250206103400,Properties
Stat_HealGain,Hiệu Quả Hồi Phục,#20250206103400,Properties
Stat_GunCritRateGain,Tỉ Lệ Chí Mạng Súng,#20250812031927,Properties
Stat_GunCritDamageGain,Sát Thương Headshot Súng,#20250812031927,Properties
Stat_InventoryCapacity,Dung Lượng Ba Lô,#20250812031927,Properties
Stat_MeleeDamageMultiplier,Hệ Số Sát Thương Cận Chiến,#20250812031927,Properties
Stat_Damage,Sát Thương,#20250812031927,Properties
Stat_ShootSpeed,Tốc Độ Bắn,#20250812031927,Properties
Stat_Capacity,Sức Chứa Băng Đạn,#20250206103400,Properties
Stat_ReloadTime,Thời Gian Nạp Đạn,#20250206103400,Properties
Stat_BulletSpeed,Tốc Độ Đạn,#20250206103400,Properties
Stat_BulletDistance,Tầm Bắn,#20250206103400,Properties
Stat_Penetrate,Xuyên Thấu Đơn Vị,#20250812031927,Properties
Stat_ArmorPiercing,Cấp Độ Xuyên Giáp,#20250812031927,Properties
Stat_ArmorBreak,Phá giáp,#20250812031927,Properties
Stat_CritRate,Tỉ lệ chí mạng,#20250812031927,Properties
Stat_CritDamageFactor,Hệ số sát thương CHÍ MẠNG,#20250812031927,Properties
Stat_DefaultScatter,Độ tản bắn hông cơ bản,#20250812031927,Properties
Stat_MaxScatter,Độ tản bắn hông tối đa,#20250812031927,Properties
Stat_ScatterGrow,Mức tăng độ tản bắn hông,#20250509104638,Properties
Stat_ScatterRecover,Hồi phục độ tản bắn hông,#20250509104638,Properties
Stat_DefaultScatterADS,Độ tản khi ngắm ban đầu,#20250812031927,Properties
Stat_MaxScatterADS,Độ tản khi ngắm tối đa,#20250812031927,Properties
Stat_ScatterGrowADS,Mức tăng độ tản khi ngắm,#20250509104638,Properties
Stat_ScatterRecoverADS,Hồi phục độ tản khi ngắm,#20250509104638,Properties
Stat_DamageGain,Sát thương,#20250812031927,Properties
Stat_CritDamageFactorGain,Hệ số sát thương headshot,#20250812031927,Properties
Stat_CritRateGain,Tỉ lệ chí mạng,#20250812031927,Properties
Stat_ArmorPiercingGain,Xuyên giáp,#20250812031927,Properties
Stat_ArmorBreakGain,Phá giáp,#20250812031927,Properties
Stat_DurabilityCost,Tổn hao độ bền,#20250206103400,Properties
Stat_AttackRange,Tầm tấn công,#20250206103400,Properties
Stat_AttackSpeed,Tốc độ tấn công,#20250206103400,Properties
Stat_StaminaCost,Tiêu hao thể lực,#20250812031927,Properties
Stat_StaminaRecoverRate,Tốc độ hồi thể lực,#20250812031927,Properties
Stat_TurnSpeed,Tốc độ quay người,#20250812031927,Properties
Stat_GunDamageGain,Sát thương súng,#20250812031927,Properties
Var_BulletCount,Đạn hiện tại,#20250812031927,Properties
Var_Caliber,Cỡ đạn,#20250206103400,Properties
Var_Element_Physics,Hệ số sát thương Vật lý,#20250812031927,Properties
Var_Element_Fire,Hệ số sát thương Lửa,#20250812031927,Properties
Var_Element_Poison,Hệ số sát thương Độc,#20250822041417,Properties
Var_Element_Electricity,Hệ số sát thương Điện,#20250812031927,Properties
Var_Element_Space,Hệ số sát thương Không gian,#20250812031927,Properties
Var_CritDamageFactorGain,Tăng sát thương headshot,#20250812031927,Properties
Var_CritRateGain,Tăng tỉ lệ CHÍ MẠNG,#20250812031927,Properties
Var_ArmorPiercingGain,Cấp độ xuyên giáp,#20250812031927,Properties
Var_ArmorBreakGain,Phá giáp,#20250812031927,Properties
Var_DurabilityCost,Mài mòn vũ khí,#20250812031927,Properties
Sniper,Đạn bắn tỉa,#20250206103400,Properties
AR_L,Cỡ đạn lớn,#20250812031927,Properties
AR_S,Cỡ đạn nhỏ,#20250812031927,Properties
Shot,Đạn bắn,#20250206103400,Properties
Arrow,Mũi tên,#20250812031927,Properties
Usable,Có thể dùng,#20250812031927,Properties
Energy_L,Đạn năng lượng lớn,#20250812031927,Properties
Energy_S,Đạn năng lượng nhỏ,#20250812031927,Properties
Var_ExplosionRange,Bán kính nổ,#20250812031927,Properties
Var_ExplosionDamage,Sát thương nổ,#20250812031927,Properties
Stat_Moveability,Cơ động,#20250812031927,Properties
Stat_MoveSpeedMultiplier,Hệ số tốc độ di chuyển,#20250812031927,Properties
Stat_GasMask,Chống khí độc,#20250206103400,Properties
Stat_RecoilControl,Kiểm soát giật,#20250206103400,Properties
SHOT,Đạn shotgun,#20250812031927,Properties
Stat_WalkSoundRange,Phạm vi âm thanh khi đi bộ,#20250206103400,Properties
Stat_RunSoundRange,Phạm vi âm thanh khi chạy,#20250206103400,Properties
Stat_HungerDurability,Năng lượng tối đa,#20250812031927,Properties
Stat_BulletSpeedMultiplier,Hệ số tốc độ đạn,#20250812031927,Properties
Stat_ElementFactor_Physics,Hệ số sát thương Vật lý phải chịu,#20250812031927,Properties
Stat_ElementFactor_Fire,Hệ số sát thương Lửa phải chịu,#20250812031927,Properties
Stat_ElementFactor_Poison,Hệ số sát thương Độc phải chịu,#20250812031927,Properties
Stat_ElementFactor_Electricity,Hệ số sát thương Điện phải chịu,#20250812031927,Properties
Stat_ElementFactor_Space,Hệ số sát thương Không gian phải chịu,#20250812031927,Properties
Stat_DashSpeed,Tốc độ lướt/né,#20250812031927,Properties
Stat_DashCanControl,Kiểm soát hướng lướt/né,#20250812031927,Properties
Stat_SoundRange,Phạm vi âm thanh,#20250812031927,Properties
Quest_0,Vật tư y tế,#20250206103400,Quests
Quest_0_Desc,Vật tư y tế là thiết yếu ở Duckov. Tôi đang cần vài băng cứu thương nhỏ ngay bây giờ. Bạn có thể đi tìm hoặc chế tạo tại Trạm Y tế.,#20250812031927,Quests
Quest_1,Chào mừng đến Duckov!,#20250812031927,Quests
Quest_1_Desc,Nhiệm vụ đầu tiên đơn giản thôi: hãy chứng minh bạn có thể quay về còn sống.,#20250812031927,Quests
Quest_2,Thư từ một Nhà thám hiểm,#20250812031927,Quests
Quest_2_Desc,"Trước khi bạn đến, chúng tôi đã cử một đội trinh sát vào Duckov, nhưng chưa nghe tin gì. Căn hầm an toàn của họ nằm trong một tòa nhà ở khu nhà máy. Bạn có thể đến kiểm tra không?",#20250812031927,Quests
Quest_3,Vũ khí hạn chế,#20250206103400,Quests
Quest_3_Desc,Lấy vài khẩu súng lục.,#20250812031927,Quests
Quest_4,Con đường Thợ săn,#20250812031927,Quests
Quest_5,Nhà cũ,#20250206103400,Quests
Quest_5_Desc,"Theo đội trinh sát, nhân viên J-Lab từng sống trong một tòa ký túc xá trong rừng. Bạn có thể kiểm tra tình hình ở đó chứ?",#20250812031927,Quests
Quest_6,Dữ liệu 1,#20250206103400,Quests
Quest_6_Desc,"Có vẻ J-Lab đã sơ tán vội vã. Khi kiểm tra phòng thí nghiệm trước đó, mọi dữ liệu đều bị phá hủy, nhưng họ có lẽ chưa kịp xử lý dữ liệu ở ký túc xá. Hãy quay lại và sao chép toàn bộ tệp máy tính cho tôi. Đừng quên mang ổ cứng di động trước khi đi.",#20250812031927,Quests
Quest_7,Tầm quan trọng của cầm máu,#20250812031927,Quests
Quest_7_Desc,"Chảy máu rất nghiêm trọng. Dù không giết bạn ngay lập tức, bạn sẽ tiếp tục mất máu nếu không xử lý kịp thời. Băng gạc là cách đơn giản nhất để cầm máu—hãy thử dùng. Nếu không tìm thấy, bạn có thể mua ở máy bán hàng.",#20250812031927,Quests
Quest_8,Nguồn thực phẩm,#20250812031927,Quests
Quest_8_Desc,"Tôi đói rồi, kiếm chút đồ ăn thôi.",#20250812031927,Quests
Quest_9,Tai vách mạch rừng,#20250206103400,Quests
Quest_9_Desc,"Con quạ chúng ta theo dõi, Blackie, đã gặp một con quạ bí ẩn khác ở trạm xăng. Ta cần biết chúng đã nói gì. Bạn giúp lấy đoạn ghi hình giám sát nhé? Đừng quên ổ cứng di động!",#20250812031927,Quests
Quest_10,Kiểm tra nguồn điện,#20250812031927,Quests
Quest_10_Desc,Kiểm tra các thiết bị điện trong nhà kho.,#20250812031927,Quests
Quest_10_Task_1,Kiểm tra một thiết bị điện ở kho bến cảng.,#20250812031927,Quests
Quest_11,Ẩn sâu,#20250812031927,Quests
Quest_11_Desc,"Dữ liệu bạn mang về có vẻ đã bị mã hóa, và chúng tôi không trích xuất được thông tin chủ chốt. Ta cần vài đĩa mềm của J-Lab để giải mã. Bạn có thể giúp tìm một chiếc không? Chúng không quá hiếm và có thể có ở bất kỳ nơi nào nhân viên J-Lab từng ghé qua.",#20250812031927,Quests
Quest_12,Bàn tay Đen,#20250206103400,Quests
Quest_12_Desc,"Chúng tôi đã giải mã dữ liệu ở trạm xăng. Người gặp mặt có vẻ là một sứ giả, đến để thông báo về cuộc tấn công vào J-Lab. Có vẻ sự cố ở J-Lab thực sự liên quan đến bầy quạ này. Ta cần thêm thông tin về sứ giả đó. Nghe nói hắn từng ghé một văn phòng hải quan. Bạn kiểm tra thử nhé? Có thể nơi này không chỉ là một nhà máy đồ uống?",#20250812031927,Quests
Quest_13,Người chơi 1,#20250812031927,Quests
Quest_13_Desc,"Chỗ này chán quá. Có máy chơi game thì vui hơn nhiều. Bạn kiếm cho tôi một máy FC (Future Computer) được chứ? Tôi có sẵn một băng FC. À, đừng quên mang cả tay cầm về.",#20250812031927,Quests
Quest_14,Người chơi 2,#20250812031927,Quests
Quest_14_Desc,"Máy chơi game bạn mang về bị hỏng, nhưng không sao! Giúp tôi tìm vài linh kiện, tôi sẽ sửa được.",#20250812031927,Quests
Quest_15,Cao thủ điểm số,#20250812031927,Quests
Quest_15_Desc,Phá kỷ lục Breakout của Tom.,#20250812031927,Quests
Quest_16,Người chơi 4,#20250812031927,Quests
Quest_16_Desc,"Ngày xưa có game tên Block Dragon nổi như cồn. Tôi chẳng bao giờ đạt 1.000 điểm, ám ảnh luôn. Bạn giúp tôi tìm một bản Block Dragon nhé?",#20250812031927,Quests
Quest_17,Người chơi 5,#20250812031927,Quests
Quest_17_Desc,Ôi cái TV đơn sắc cũ rích này chơi Block Dragon thì chịu! Bạn giúp tôi tìm vài linh kiện được không?,#20250812031927,Quests
Quest_18,Người chơi 6,#20250812031927,Quests
Quest_18_Desc,"Cuối cùng tôi cũng đạt 1.000 điểm! Nhưng giờ chán game này rồi. Bạn cứ thử xem có phá kỷ lục của tôi không! Nhân tiện, hồi nhỏ tôi luôn muốn chơi một game tên Duck Land. Thấy người lớn chơi vui lắm. Bạn giúp tìm một bản nhé?",#20250812031927,Quests
Quest_19,Người chơi 7,#20250812031927,Quests
Quest_19_Desc,Duck World cần thẻ nhớ ư? Không có là mỗi lần tắt máy phải chơi lại từ đầu mất! Bực lắm! Làm ơn giúp tôi tìm một thẻ nhớ!,#20250812031927,Quests
Quest_20,Người chơi 3,#20250812031927,Quests
Quest_20_Desc,Lắp ráp máy chơi game cũng vui! Lần này để bạn tự lắp nhé! Và bạn cũng có thể thử game nữa!,#20250812031927,Quests
Quest_21,Xây dựng cơ bản,#20250812031927,Quests
Quest_21_Desc,"Thu thập hai khúc gỗ để xây Bàn Chế Tạo. Có kẻ địch quanh đây, đừng đi quá xa. Khi có đủ vật liệu, kiểm tra bảng xây dựng cạnh máy bán hàng. Tôi sẽ để phần thưởng của bạn trong tủ giao nhận.",#20250905113817,Quests
Quest_22,Nhân sự chủ chốt,#20250812031927,Quests
Quest_22_Desc,"Dựa trên thông tin hiện có, chúng tôi đã định vị được một số nhu yếu phẩm của J-Lab trong khu nhà máy. Vào đó cần thẻ khóa, có thể tìm thấy trên bọn quạ tinh nhuệ.",#20250812031927,Quests
Quest_23,Xây dựng cơ bản II,#20250822041417,Quests
Quest_23_Desc,"Nhờ bạn sửa tháp tín hiệu, tôi đã liên lạc được một người bạn cũ. Anh ta là thương nhân vũ khí, sẽ đến nếu ta dựng một cửa hàng vũ khí ở đây.",#20250812031927,Quests
Quest_24,Xây dựng cơ bản III,#20250812031927,Quests
Quest_24_Desc,"Tôi đã liên hệ bạn cũ. Anh ấy là thương nhân trang bị, quan hệ rộng. Khi bạn dựng cửa hàng, anh ấy sẽ đến.",#20250812031927,Quests
Quest_25,Vũ khí phòng thân,#20250812031927,Quests
Quest_25_Desc,Một lưỡi dao dưới gầm giường sẽ giúp bạn ngủ yên.,#20250812031927,Quests
Quest_26,Tháp tín hiệu,#20250206103400,Quests
Quest_26_Task_1,Sửa tháp tín hiệu phía bắc.,#20250812031927,Quests
Quest_27,Thư từ người bạn cũ,#20250812031927,Quests
Quest_28,Tinh thần Thợ thủ công,#20250812031927,Quests
Quest_28_Desc,Xây một bàn chế tốt hơn.,#20250206103400,Quests
Quest_29,Kho chứa lớn,#20250812031927,Quests
Quest_29_Desc,"Bạn đã gom khá nhiều đồ, sắp hết chỗ rồi. Đến lúc mở rộng kho.",#20250812031927,Quests
Quest_30,Xây dựng cơ bản (Y tế),#20250812031927,Quests
Quest_30_Desc,Tự sản xuất vật tư y tế sẽ giúp mọi thứ dễ dàng hơn.,#20250812031927,Quests
Quest_31,Thuốc phổ thông,#20250812031927,Quests
Quest_31_Desc,Xem Trạm Y tế mới hoạt động hiệu quả ra sao.,#20250812031927,Quests
Quest_32,Cỗ máy thiếu tin cậy,#20250206103400,Quests
Quest_32_Desc,"Có bộ dịch chuyển, ta sẽ không phải bắt đầu từ Hầm mỗi lần nữa. Ta cần tìm bản vẽ và xây một cái. Lần cuối tôi nghe nói nó ở trong hang. Đừng quên Xẻng!",#20250812031927,Quests
Quest_35,Súng lục phổ thông,#20250812031927,Quests
Quest_35_Desc,"Mang cho tôi vài khẩu Súng lục để nghiên cứu. Nếu ổn, sau này bạn có thể mua ở Máy bán hàng.",#20250812031927,Quests
Quest_36,Dinh dưỡng cân bằng I,#20250812031927,Quests
Quest_36_Desc,Đảm\ bảo\ chú\ vịt\ cơ\ bắp\ được\ nạp\ đủ\ protein.,#20251011093921,Quests
Quest_37,Dinh dưỡng cân bằng II,#20250822041417,Quests
Quest_38,Dinh dưỡng cân bằng III,#20250812031927,Quests
Quest_39,Huấn luyện viên thể hình,#20250812031927,Quests
Quest_37_Desc,Đảm\ bảo\ chú\ vịt\ cơ\ bắp\ hấp\ thụ\ đủ\ tinh\ bột.,#20251011093921,Quests
Quest_38_Desc,Chăm\ sóc\ sức\ khỏe\ tinh\ thần\ cho\ chú\ vịt\ cơ\ bắp.,#20251011093921,Quests
Quest_39_Desc,Xây một phòng gym đàng hoàng cho Mud tại Căn cứ.,#20250812031927,Quests
Quest_40,Bán buôn linh kiện,#20250206103400,Quests
Quest_40_Desc,"Nhà cung cấp của tôi dạo này thiếu nguyên liệu. Ta có thể biến chuyện này thành lợi nhuận. Làm xong, tôi sẽ bán cho bạn AK-74U với giá tốt hơn.",#20250812031927,Quests
Quest_34_Desc,"Tìm cách lấy khóa đèn hiệu đến Farm Town. Nếu tôi đoán đúng, nó được lưu trong một máy tính ở trại đường. Mang Ổ Cứng Di Động và sao dữ liệu.",#20250812031927,Quests
Quest_41,Đồng hồ bỏ túi bằng đồng,#20250812031927,Quests
Quest_41_Desc,"Tôi cần một Đồng hồ Bỏ túi ngay—đừng hỏi vì sao. Nó ở trong xe bồn ở cực đông Ground Zero. Tôi làm mất chìa, bạn phải tìm nó và mang đồng hồ về.",#20250812031927,Quests
